,BC_ID,H_0,H_24,H_48,H_72,H_96,Mut_ID,Strain,Environment
2832,137997,-5.731109084,NA,NA,NA,NA,684,DivAnc,SC_3.0
2833,138075,-5.731109084,NA,-6.159155561,NA,NA,99,DivAnc,SC_3.0
2834,138246,-4.006833215,-4.799735653,-4.410967534,-4.682817516,-4.897473922,853,DivAnc,SC_3.0
2835,138312,-5.731109084,NA,NA,-6.460968767,NA,894,DivAnc,SC_3.0
2836,138717,NA,NA,NA,-6.460968767,NA,617,DivAnc,SC_3.0
2837,138785,NA,-6.443188329,-6.159155561,NA,NA,835,DivAnc,SC_3.0
2838,138965,NA,-6.443188329,-6.159155561,-6.159938771,NA,578,DivAnc,SC_3.0
2839,139347,-3.16644302,-3.014729556,-3.066785862,-3.04632962,-2.989755531,896,DivAnc,SC_3.0
2840,139933,NA,-6.443188329,-6.159155561,NA,NA,147,DivAnc,SC_3.0
2841,139936,-5.731109084,-5.665037079,NA,-5.983847512,-6.043601958,162,DivAnc,SC_3.0
2842,140025,-4.316135736,-4.503669077,-4.109937539,-4.203290192,-5.114183032,766,DivAnc,SC_3.0
2843,140071,-5.731109084,NA,NA,-6.460968767,-6.344631954,965,DivAnc,SC_3.0
2844,140112,-3.425757715,-3.619062495,-3.608927208,-3.609710418,-3.906881391,211,DivAnc,SC_3.0
2845,140134,-3.549265496,-3.355761872,-3.480637182,-3.693812901,-3.78353057,97,DivAnc,SC_3.0
2846,140256,NA,-6.142158334,NA,NA,-6.344631954,65,DivAnc,SC_3.0
2847,140326,-5.731109084,NA,NA,-6.460968767,NA,252,DivAnc,SC_3.0
2848,140422,-3.202192384,-3.093910802,-3.086538085,-3.102272667,-3.186269462,412,DivAnc,SC_3.0
2849,140426,-5.430079089,NA,NA,-6.460968767,NA,772,DivAnc,SC_3.0
2850,140450,-3.566756229,-3.601203525,-3.568090954,-3.711232451,-3.643928237,70,DivAnc,SC_3.0
2851,140933,-3.126883031,-3.135050951,-3.213686976,-3.241646258,-3.178794329,729,DivAnc,SC_3.0
2852,141186,-5.731109084,NA,NA,-6.460968767,NA,175,DivAnc,SC_3.0
2853,141488,-5.731109084,NA,NA,NA,NA,983,DivAnc,SC_3.0
2854,141512,NA,NA,NA,-6.460968767,NA,639,DivAnc,SC_3.0
2855,141733,-4.023538908,-4.207659882,-4.451585385,-5.347025414,NA,91,DivAnc,SC_3.0
2856,141904,-3.267216095,-3.222818697,-3.366063961,-3.19709609,-3.18176896,468,DivAnc,SC_3.0
2857,141948,-5.25398783,-6.443188329,NA,NA,-6.344631954,1003,DivAnc,SC_3.0
2858,141995,NA,NA,NA,NA,-6.344631954,209,DivAnc,SC_3.0
2859,142027,-4.118325228,-4.809719874,-4.373825726,-4.668577077,-4.85327026,1007,DivAnc,SC_3.0
2860,142097,-3.575773047,-3.69655413,-3.702789528,-3.7058565,-3.866065458,423,DivAnc,SC_3.0
2861,142384,-5.129049093,-5.598090289,-5.682034307,-5.858908775,-5.742571962,423,DivAnc,SC_3.0
2862,142556,-5.25398783,-6.443188329,NA,-6.159938771,-6.344631954,731,DivAnc,SC_3.0
2863,142559,-3.543588364,-3.366184003,-3.407107114,-3.259571642,-3.432409897,526,DivAnc,SC_3.0
2864,142935,NA,NA,-6.159155561,-6.460968767,-6.043601958,17,DivAnc,SC_3.0
2865,142960,NA,NA,-6.159155561,NA,NA,50,DivAnc,SC_3.0
2866,143087,NA,NA,NA,-6.460968767,NA,228,DivAnc,SC_3.0
2867,143165,-5.731109084,NA,NA,NA,NA,440,DivAnc,SC_3.0
2868,143394,-5.731109084,-6.443188329,-5.858125566,NA,-6.043601958,547,DivAnc,SC_3.0
2869,143422,NA,NA,NA,NA,-6.344631954,309,DivAnc,SC_3.0
2870,143486,-3.73547389,-3.611318555,-3.843185216,-3.945094923,-3.979143969,458,DivAnc,SC_3.0
2871,143583,NA,NA,NA,-6.460968767,NA,40,DivAnc,SC_3.0
2872,143679,-5.25398783,-6.443188329,NA,-6.460968767,-6.043601958,461,DivAnc,SC_3.0
2873,143723,-5.731109084,-6.443188329,NA,-6.460968767,NA,647,DivAnc,SC_3.0
2874,143798,-5.731109084,NA,NA,-5.983847512,NA,80,DivAnc,SC_3.0
2875,143815,NA,NA,NA,-6.460968767,NA,768,DivAnc,SC_3.0
2876,143959,-5.731109084,-5.841128338,-6.159155561,-6.460968767,-6.344631954,810,DivAnc,SC_3.0
2877,143988,-2.926969652,-2.948616345,-2.866235262,-2.879929818,-2.966234053,423,DivAnc,SC_3.0
2878,144013,NA,-6.443188329,NA,NA,NA,877,DivAnc,SC_3.0
2879,144336,-5.731109084,NA,NA,NA,NA,996,DivAnc,SC_3.0
2880,144411,NA,NA,NA,-6.460968767,NA,892,DivAnc,SC_3.0
2881,144527,-5.731109084,-6.443188329,NA,-6.159938771,-6.043601958,434,DivAnc,SC_3.0
2882,144750,NA,-6.443188329,-6.159155561,NA,-5.867510699,72,DivAnc,SC_3.0
2883,144787,NA,NA,-6.159155561,NA,NA,984,DivAnc,SC_3.0
2884,144914,-5.731109084,NA,NA,NA,-6.344631954,907,DivAnc,SC_3.0
2885,145155,NA,NA,-6.159155561,-5.858908775,NA,1003,DivAnc,SC_3.0
2886,145183,-3.938717395,-3.638367651,-3.757755021,-3.595864792,-3.537773924,279,DivAnc,SC_3.0
2887,145229,NA,NA,-6.159155561,NA,NA,1018,DivAnc,SC_3.0
2888,145259,-3.982921057,-4.672336318,-4.256065574,-4.622119676,-4.77643023,97,DivAnc,SC_3.0
2889,145392,NA,-6.443188329,-5.858125566,-6.460968767,NA,308,DivAnc,SC_3.0
2890,145475,-4.430079089,-5.100765649,-5.013027526,-5.029605003,-5.198503918,233,DivAnc,SC_3.0
2891,145495,-5.731109084,-6.443188329,NA,NA,NA,976,DivAnc,SC_3.0
2892,145555,-3.392652591,-3.272633271,-3.096573577,-3.033320396,-3.150395205,439,DivAnc,SC_3.0
2893,145596,-4.952957834,-6.443188329,NA,-6.460968767,-6.344631954,544,DivAnc,SC_3.0
2894,145713,NA,-6.443188329,-6.159155561,-6.460968767,NA,371,DivAnc,SC_3.0
2895,145748,-3.25689282,-3.20388885,-3.338297572,-3.401784149,-3.312416251,330,DivAnc,SC_3.0
2896,145925,-3.92492911,-4.195215063,-3.949640547,-4.170934155,-4.077460225,213,DivAnc,SC_3.0
2897,146135,-3.604004286,-3.297370615,-3.366063961,-3.463582382,-3.480714577,252,DivAnc,SC_3.0
2898,146420,NA,NA,-6.159155561,-6.460968767,NA,456,DivAnc,SC_3.0
2899,146536,-3.251102141,-3.20388885,-3.297024182,-3.295131142,-3.329272198,874,DivAnc,SC_3.0
2900,146668,NA,-6.443188329,NA,-6.159938771,NA,979,DivAnc,SC_3.0
2901,146754,-4.107859794,-4.899120285,-4.546371705,-4.761998762,-5.265450708,639,DivAnc,SC_3.0
2902,146995,-4.886011044,-5.665037079,-5.381004311,-5.506726257,-5.742571962,147,DivAnc,SC_3.0
2903,147112,-4.584981049,-4.456416595,-4.88040196,-5.983847512,-6.344631954,940,DivAnc,SC_3.0
2904,147277,-2.963211468,-2.912476491,-2.904849229,-2.930001085,-2.981584359,439,DivAnc,SC_3.0
2905,147571,-3.471037696,-3.530435026,-3.445665018,-3.543463257,-3.570845509,967,DivAnc,SC_3.0
2906,147638,NA,NA,-6.159155561,NA,NA,906,DivAnc,SC_3.0
2907,147809,NA,NA,-6.159155561,NA,NA,48,DivAnc,SC_3.0
2908,147988,NA,-6.443188329,NA,NA,NA,1012,DivAnc,SC_3.0
2909,147993,-5.731109084,-6.443188329,-5.858125566,-6.159938771,-6.344631954,423,DivAnc,SC_3.0
2910,148032,-3.377000645,-3.26449909,-3.278341969,-3.322350333,-3.17378375,956,DivAnc,SC_3.0
2911,148504,NA,-6.443188329,NA,NA,NA,598,DivAnc,SC_3.0
2912,148692,NA,-6.443188329,NA,-6.460968767,NA,494,DivAnc,SC_3.0
2913,148768,-3.415138739,-3.336997432,-3.669197082,-3.989677056,-3.944958232,372,DivAnc,SC_3.0
2914,148832,NA,-6.443188329,NA,NA,NA,375,DivAnc,SC_3.0
2915,148968,-3.316135736,-3.138482431,-3.149279928,-3.204010614,-3.206645221,954,DivAnc,SC_3.0
2916,149136,-5.03213908,-6.142158334,-5.858125566,-6.460968767,-5.867510699,599,DivAnc,SC_3.0
2917,149299,-5.731109084,NA,NA,NA,-6.043601958,95,DivAnc,SC_3.0
2918,149305,NA,NA,-6.159155561,NA,NA,727,DivAnc,SC_3.0
2919,149577,-3.258352635,-3.279430805,-3.170596604,-3.159287817,-3.102587714,423,DivAnc,SC_3.0
2920,149805,-5.731109084,NA,NA,-6.460968767,-6.344631954,981,DivAnc,SC_3.0
2921,150028,-5.731109084,NA,-6.159155561,NA,NA,938,DivAnc,SC_3.0
2922,150122,-3.466291261,-3.442754252,-3.509820703,-3.486457074,-3.636211054,183,DivAnc,SC_3.0
2923,150252,-4.040913004,-4.33597836,-4.240077469,-4.531549841,-4.77643023,998,DivAnc,SC_3.0
2924,150521,NA,NA,-6.159155561,NA,NA,829,DivAnc,SC_3.0
2925,150610,-5.731109084,NA,-6.159155561,-6.460968767,NA,235,DivAnc,SC_3.0
2926,150618,-3.251102141,-3.126170228,-3.250670542,-3.303209881,-3.249462602,138,DivAnc,SC_3.0
2927,150764,-3.213913186,-3.12700823,-3.202987131,-3.140614734,-3.114950111,890,DivAnc,SC_3.0
2928,150994,-3.892259994,-3.815822473,-3.949640547,-3.514516502,-3.397688683,261,DivAnc,SC_3.0
2929,151009,-3.796610633,-4.102744215,-3.983064302,-4.276277336,-4.654435874,204,DivAnc,SC_3.0
2930,151016,-5.731109084,NA,-6.159155561,NA,NA,70,DivAnc,SC_3.0
2931,151211,-4.006833215,-4.752992249,-4.418792872,-4.744965423,-5.065878353,652,DivAnc,SC_3.0
2932,151360,-3.674204233,-3.647308312,-3.849525394,-3.802003924,-4.227360658,767,DivAnc,SC_3.0
2933,151375,-5.25398783,NA,NA,NA,-6.344631954,433,DivAnc,SC_3.0
2934,151390,-5.731109084,-6.443188329,-5.682034307,-6.159938771,-6.043601958,974,DivAnc,SC_3.0
2935,151532,-3.230049822,-3.247565386,-3.309122304,-3.30110092,-3.248417368,1013,DivAnc,SC_3.0
2936,151630,NA,-6.142158334,-6.159155561,NA,NA,802,DivAnc,SC_3.0
2937,151754,-5.430079089,-6.443188329,NA,NA,-6.043601958,807,DivAnc,SC_3.0
2938,151915,NA,-6.443188329,NA,NA,NA,55,DivAnc,SC_3.0
2939,151920,NA,NA,NA,-6.460968767,NA,926,DivAnc,SC_3.0
2940,152007,-3.620519374,-3.583449763,-3.327925867,-3.476441453,-3.611434689,310,DivAnc,SC_3.0
2941,152021,NA,-6.443188329,NA,NA,NA,388,DivAnc,SC_3.0
2942,152022,-5.731109084,-6.142158334,NA,NA,NA,476,DivAnc,SC_3.0
2943,152382,NA,NA,NA,NA,-6.344631954,979,DivAnc,SC_3.0
2944,152420,-4.952957834,NA,NA,-6.460968767,-6.344631954,106,DivAnc,SC_3.0
2945,152469,NA,NA,NA,-5.983847512,NA,456,DivAnc,SC_3.0
2946,152478,NA,NA,-6.159155561,NA,NA,433,DivAnc,SC_3.0
2947,152744,-5.430079089,-5.841128338,-6.159155561,-6.460968767,-6.043601958,866,DivAnc,SC_3.0
2948,152761,-3.326275368,-3.246459607,-3.249599532,-3.295724441,-3.264727486,204,DivAnc,SC_3.0
2949,152815,-3.316135736,-3.205393336,-3.212703296,-3.071094208,-3.059074645,50,DivAnc,SC_3.0
2950,152857,-5.731109084,NA,-6.159155561,NA,-6.344631954,802,DivAnc,SC_3.0
2951,153104,NA,NA,-6.159155561,NA,NA,912,DivAnc,SC_3.0
2952,153349,-5.430079089,NA,-6.159155561,NA,NA,456,DivAnc,SC_3.0
2953,153457,-3.241150605,-3.150932258,-3.146318337,-3.149003106,-3.216555941,95,DivAnc,SC_3.0
2954,153621,-3.331435363,-3.375745487,-3.25120704,-3.094732643,-3.136459427,899,DivAnc,SC_3.0
2955,153638,-3.873776588,-3.880895465,-3.692287941,-3.641424831,-3.396218988,209,DivAnc,SC_3.0
2956,153647,-5.731109084,NA,NA,NA,NA,526,DivAnc,SC_3.0
2957,154071,-4.952957834,-6.142158334,-6.159155561,NA,NA,453,DivAnc,SC_3.0
2958,154115,-3.468657995,-3.332935412,-3.326646649,-3.360943037,-3.342465892,710,DivAnc,SC_3.0
2959,154305,-3.485596417,-3.384762305,-3.357751851,-3.482331818,-3.642201417,434,DivAnc,SC_3.0
2960,154487,-5.430079089,-5.100765649,-6.159155561,NA,NA,710,DivAnc,SC_3.0
2961,154591,NA,NA,-5.858125566,NA,NA,836,DivAnc,SC_3.0
2962,154621,NA,-6.443188329,-6.159155561,NA,NA,949,DivAnc,SC_3.0
2963,154709,-5.731109084,-6.443188329,NA,-6.159938771,NA,853,DivAnc,SC_3.0
2964,154882,-3.283951053,-3.236632285,-3.352297532,-3.402542742,-3.447554951,109,DivAnc,SC_3.0
2965,154890,NA,NA,NA,NA,-6.344631954,1000,DivAnc,SC_3.0
2966,154956,-3.326275368,-3.161019551,-3.176884328,-3.136686311,-3.166806982,592,DivAnc,SC_3.0
2967,155044,-5.731109084,-6.443188329,NA,NA,NA,627,DivAnc,SC_3.0
2968,155199,NA,-6.443188329,-5.858125566,-6.460968767,NA,34,DivAnc,SC_3.0
2969,155359,-5.430079089,-6.142158334,-6.159155561,-5.858908775,NA,596,DivAnc,SC_3.0
2970,155391,NA,NA,-6.159155561,NA,NA,252,DivAnc,SC_3.0
2971,155592,-3.321175961,-3.199406413,-3.278913785,-3.234884651,-3.236743929,83,DivAnc,SC_3.0
2972,155754,NA,NA,-6.159155561,NA,NA,574,DivAnc,SC_3.0
2973,155805,-5.430079089,NA,NA,NA,NA,192,DivAnc,SC_3.0
2974,155824,-5.731109084,-6.443188329,-6.159155561,NA,NA,766,DivAnc,SC_3.0
2975,156188,-5.03213908,-6.443188329,NA,-5.983847512,NA,45,DivAnc,SC_3.0
2976,156868,NA,NA,NA,NA,-6.043601958,677,DivAnc,SC_3.0
2977,156918,-5.731109084,NA,-6.159155561,NA,NA,599,DivAnc,SC_3.0
2978,156953,-3.613837789,-3.417063813,-3.368167086,-3.354437913,-3.274224632,704,DivAnc,SC_3.0
2979,157313,NA,-6.443188329,NA,NA,NA,830,DivAnc,SC_3.0
2980,157521,-5.731109084,NA,NA,NA,NA,461,DivAnc,SC_3.0
2981,157549,NA,-6.443188329,NA,-6.460968767,NA,116,DivAnc,SC_3.0
2982,157746,-5.731109084,NA,NA,NA,NA,859,DivAnc,SC_3.0
2983,157827,-3.125804038,-2.936412793,-2.859430407,-2.880842441,-2.946518262,177,DivAnc,SC_3.0
2984,158049,-5.731109084,NA,NA,-6.460968767,NA,213,DivAnc,SC_3.0
2985,158540,-3.604004286,-3.645920789,-3.620079463,-3.609099166,-3.914879674,132,DivAnc,SC_3.0
2986,159524,-4.316135736,-4.938038351,-4.727791797,-4.86990416,-5.065878353,209,DivAnc,SC_3.0
2987,159661,-3.51892148,-3.517360755,-3.356381836,-3.436893779,-3.370581051,899,DivAnc,SC_3.0
2988,159843,NA,NA,NA,NA,-6.344631954,657,DivAnc,SC_3.0
2989,160392,-5.731109084,NA,-6.159155561,-6.460968767,NA,437,DivAnc,SC_3.0
2990,160581,NA,-6.443188329,-6.159155561,NA,-6.344631954,343,DivAnc,SC_3.0
2991,160908,-3.386716811,-3.317381871,-3.427566796,-3.545568932,-3.679050963,1001,DivAnc,SC_3.0
2992,161389,-2.977526026,-2.945015669,-3.081424382,-3.08439181,-3.105332475,979,DivAnc,SC_3.0
2993,161453,-5.430079089,-5.966067075,NA,NA,NA,473,DivAnc,SC_3.0
2994,161630,-5.731109084,NA,-5.858125566,-6.460968767,NA,898,DivAnc,SC_3.0
2995,161794,NA,-6.443188329,NA,NA,NA,149,DivAnc,SC_3.0
2996,161878,-5.731109084,NA,NA,NA,NA,453,DivAnc,SC_3.0
2997,162426,-5.03213908,-6.443188329,-6.159155561,-6.159938771,-6.344631954,757,DivAnc,SC_3.0
2998,162512,-3.552132137,-3.604339239,-3.548495398,-3.44519001,-3.467836978,969,DivAnc,SC_3.0
2999,162705,-3.177226058,-3.086016072,-3.032050763,-2.973547555,-2.840569071,265,DivAnc,SC_3.0
3000,162894,-3.555017825,-3.424487831,-3.561460375,-3.687914073,-3.743659058,367,DivAnc,SC_3.0
3001,163055,-5.430079089,NA,-5.858125566,-6.460968767,NA,418,DivAnc,SC_3.0
3002,163496,NA,-6.443188329,-6.159155561,-6.460968767,-5.867510699,102,DivAnc,SC_3.0
3003,163828,-5.731109084,NA,-5.858125566,NA,NA,258,DivAnc,SC_3.0
3004,163886,-2.953682262,-2.830192673,-2.907517341,-2.8778834,-2.757257782,565,DivAnc,SC_3.0
3005,163939,NA,-6.443188329,NA,NA,NA,254,DivAnc,SC_3.0
3006,164062,NA,-6.443188329,NA,NA,NA,115,DivAnc,SC_3.0
3007,164128,-5.430079089,NA,NA,-6.460968767,NA,1009,DivAnc,SC_3.0
3008,164392,NA,-6.443188329,-6.159155561,NA,NA,157,DivAnc,SC_3.0
3009,164437,-3.282402764,-3.138913279,-3.164398617,-3.090270674,-3.136728423,913,DivAnc,SC_3.0
3010,164491,-5.731109084,-6.443188329,NA,NA,NA,46,DivAnc,SC_3.0
3011,164691,NA,NA,NA,-6.460968767,NA,443,DivAnc,SC_3.0
3012,164868,NA,NA,-6.159155561,NA,NA,291,DivAnc,SC_3.0
3013,165439,NA,-6.142158334,-6.159155561,-6.460968767,NA,1005,DivAnc,SC_3.0
3014,165532,-5.25398783,-5.100765649,-5.55709557,-5.381787521,-5.867510699,1001,DivAnc,SC_3.0
3015,165565,NA,NA,-6.159155561,NA,NA,252,DivAnc,SC_3.0
3016,165832,-5.430079089,-6.443188329,-5.682034307,NA,-6.344631954,729,DivAnc,SC_3.0
3017,165857,-5.430079089,-5.841128338,NA,-6.159938771,NA,800,DivAnc,SC_3.0
3018,166277,NA,NA,NA,NA,-6.344631954,500,DivAnc,SC_3.0
3019,166346,-3.648323714,-4.364007083,-4.009936449,-4.337117126,-4.545291404,886,DivAnc,SC_3.0
3020,166347,-3.421478917,-3.298302911,-3.421168235,-3.290413708,-3.309202216,50,DivAnc,SC_3.0
3021,166443,-4.118325228,-4.71891246,-4.395727568,-4.788870909,-5.022412659,775,DivAnc,SC_3.0
3022,166530,-5.25398783,-6.142158334,-5.858125566,-5.983847512,-6.344631954,988,DivAnc,SC_3.0
3023,166582,-5.731109084,NA,NA,NA,NA,316,DivAnc,SC_3.0
3024,166976,-3.748837851,-4.397865351,-4.410967534,-5.045995419,-5.344631954,149,DivAnc,SC_3.0
3025,167205,-5.731109084,-6.443188329,-6.159155561,-5.983847512,-6.344631954,976,DivAnc,SC_3.0
3026,167525,-5.731109084,NA,NA,NA,NA,792,DivAnc,SC_3.0
3027,167818,-5.731109084,NA,NA,NA,NA,159,DivAnc,SC_3.0
3028,167890,NA,-6.443188329,-5.858125566,-6.460968767,NA,809,DivAnc,SC_3.0
3029,167901,NA,-6.443188329,NA,NA,NA,209,DivAnc,SC_3.0
3030,168237,-3.726787711,-3.870316727,-3.839009275,-3.728575007,-3.899027751,505,DivAnc,SC_3.0
3031,168303,-5.731109084,-6.443188329,NA,NA,-6.344631954,750,DivAnc,SC_3.0
3032,168503,NA,NA,-6.159155561,NA,NA,942,DivAnc,SC_3.0
3033,168613,NA,NA,NA,-6.460968767,NA,535,DivAnc,SC_3.0
3034,168631,-4.388686404,-4.451962254,-4.903883056,-5.858908775,NA,938,DivAnc,SC_3.0
3035,168691,-3.861877365,-4.665037079,-4.373825726,-4.634893964,-4.753567347,205,DivAnc,SC_3.0
3036,168767,NA,-6.443188329,NA,-6.460968767,NA,892,DivAnc,SC_3.0
3037,168852,-5.731109084,NA,NA,NA,NA,625,DivAnc,SC_3.0
3038,168929,-5.731109084,-6.142158334,NA,NA,NA,309,DivAnc,SC_3.0
3039,169144,-5.731109084,NA,NA,-6.159938771,-6.344631954,925,DivAnc,SC_3.0
3040,169474,NA,-6.443188329,-6.159155561,NA,NA,509,DivAnc,SC_3.0
3041,169616,-3.361893227,-3.728020971,-3.149704666,-3.161025867,-3.352078436,732,DivAnc,SC_3.0
3042,170060,-3.693682586,-3.771090471,-3.90630253,-4.091752909,-3.902152185,921,DivAnc,SC_3.0
3043,170259,-3.748837851,-4.016677068,-4.443152218,-4.690116755,-5.198503918,149,DivAnc,SC_3.0
3044,170352,NA,NA,NA,NA,-6.344631954,371,DivAnc,SC_3.0
3045,170379,-5.731109084,-6.443188329,-5.682034307,-6.460968767,NA,311,DivAnc,SC_3.0
3046,170429,-3.905034282,-3.885681127,-3.632816284,-3.569431309,-3.597997755,846,DivAnc,SC_3.0
3047,170517,NA,-6.443188329,NA,-6.460968767,NA,51,DivAnc,SC_3.0
3048,170853,NA,NA,NA,-6.159938771,-6.344631954,938,DivAnc,SC_3.0
3049,171044,-4.952957834,-6.443188329,NA,-6.460968767,-5.867510699,423,DivAnc,SC_3.0
3050,171208,-3.463937356,-3.463639955,-3.682034307,-3.706620431,-3.814432256,623,DivAnc,SC_3.0
3051,171562,-3.255437896,-3.027547349,-3.014581354,-2.952439048,-2.893767261,773,DivAnc,SC_3.0
3052,171833,-5.430079089,-6.443188329,NA,NA,-6.344631954,942,DivAnc,SC_3.0
3053,172343,-3.073097688,-3.008938877,-3.049914593,-2.983558079,-3.001420364,252,DivAnc,SC_3.0
3054,172421,NA,-6.443188329,NA,NA,-6.344631954,235,DivAnc,SC_3.0
3055,172617,-3.607257443,-3.639048897,-3.8474017,-3.714334568,-3.90529926,971,DivAnc,SC_3.0
3056,173853,-5.25398783,-6.142158334,NA,NA,NA,773,DivAnc,SC_3.0
3057,174312,-3.674204233,-4.405761831,-4.062245548,-4.340394836,-4.518557151,6,DivAnc,SC_3.0
3058,174409,NA,NA,NA,-6.460968767,NA,983,DivAnc,SC_3.0
3059,174411,NA,NA,-6.159155561,NA,NA,234,DivAnc,SC_3.0
3060,174494,NA,NA,NA,-6.460968767,NA,766,DivAnc,SC_3.0
3061,174812,NA,NA,-6.159155561,NA,NA,277,DivAnc,SC_3.0
3062,174960,NA,NA,-6.159155561,NA,NA,390,DivAnc,SC_3.0
3063,175000,-5.731109084,NA,-5.682034307,NA,-6.344631954,802,DivAnc,SC_3.0
3064,175038,-5.731109084,NA,NA,NA,NA,646,DivAnc,SC_3.0
3065,175245,-3.059936242,-3.096248867,-3.230759709,-3.182901436,-3.251210269,1001,DivAnc,SC_3.0
3066,175264,-5.731109084,NA,NA,NA,NA,186,DivAnc,SC_3.0
3067,175284,NA,-6.443188329,-6.159155561,NA,NA,1014,DivAnc,SC_3.0
3068,175657,NA,-6.142158334,NA,NA,NA,887,DivAnc,SC_3.0
3069,176137,NA,-6.142158334,NA,-6.159938771,NA,802,DivAnc,SC_3.0
3070,176216,NA,NA,-6.159155561,NA,NA,280,DivAnc,SC_3.0
3071,176243,NA,NA,NA,-6.159938771,NA,536,DivAnc,SC_3.0
3072,176374,-5.731109084,NA,-6.159155561,NA,NA,1016,DivAnc,SC_3.0
3073,176378,-3.898600172,-4.112774556,-4.250670542,-4.364058754,-4.58120396,91,DivAnc,SC_3.0
3074,176380,-5.731109084,-6.443188329,-5.858125566,NA,NA,159,DivAnc,SC_3.0
3075,176385,-5.731109084,NA,-6.159155561,-5.858908775,NA,364,DivAnc,SC_3.0
3076,176602,-3.058088177,-3.037159384,-3.123325736,-3.093054028,-3.207594499,185,DivAnc,SC_3.0
3077,176634,NA,-6.142158334,NA,NA,NA,138,DivAnc,SC_3.0
3078,176725,-3.234179436,-3.306150875,-3.282937721,-3.343697471,-3.22307211,132,DivAnc,SC_3.0
3079,176822,-5.731109084,NA,-5.858125566,-6.460968767,-6.344631954,296,DivAnc,SC_3.0
3080,177020,-4.584981049,-5.443188329,NA,NA,NA,440,DivAnc,SC_3.0
3081,177103,-5.731109084,NA,NA,NA,NA,622,DivAnc,SC_3.0
3082,177739,-5.731109084,-6.142158334,-6.159155561,NA,-6.344631954,291,DivAnc,SC_3.0
3083,177764,NA,NA,NA,-6.460968767,NA,601,DivAnc,SC_3.0
3084,177912,-5.430079089,-6.443188329,-5.682034307,-5.983847512,-5.499533914,83,DivAnc,SC_3.0
3085,178504,-5.731109084,NA,NA,NA,NA,252,DivAnc,SC_3.0
3086,178753,-5.731109084,-5.966067075,-6.159155561,-6.159938771,-6.344631954,423,DivAnc,SC_3.0
3087,179025,-3.134511989,-3.050667239,-3.073151856,-3.176989482,-3.130583274,843,DivAnc,SC_3.0
3088,179464,-5.430079089,-6.443188329,NA,NA,NA,1002,DivAnc,SC_3.0
3089,179621,-5.731109084,NA,NA,-6.460968767,NA,412,DivAnc,SC_3.0
3090,179648,-3.524283208,-3.527788494,-3.501144165,-3.424339871,-3.594123559,7,DivAnc,SC_3.0
3091,179721,-5.731109084,NA,NA,NA,NA,343,DivAnc,SC_3.0
3092,179796,-5.731109084,-6.142158334,NA,-6.159938771,-6.344631954,202,DivAnc,SC_3.0
3093,179919,-3.319489378,-3.297060294,-3.362581228,-3.307763867,-3.31322349,923,DivAnc,SC_3.0
3094,179953,NA,-6.142158334,NA,NA,NA,627,DivAnc,SC_3.0
3095,180047,-5.731109084,NA,NA,NA,NA,247,DivAnc,SC_3.0
3096,180127,-3.347293718,-3.302052239,-3.223144766,-3.209817424,-3.277189111,20,DivAnc,SC_3.0
3097,180134,NA,NA,-6.159155561,NA,NA,587,DivAnc,SC_3.0
3098,180335,NA,NA,NA,-6.460968767,-6.344631954,802,DivAnc,SC_3.0
3099,180546,NA,-6.443188329,NA,-6.460968767,NA,366,DivAnc,SC_3.0
3100,180705,-4.129049093,-4.799735653,-4.38830355,-4.807756253,-4.800563909,343,DivAnc,SC_3.0
3101,180831,NA,-6.443188329,NA,-6.460968767,-6.344631954,52,DivAnc,SC_3.0
3102,180975,-5.430079089,NA,NA,NA,NA,926,DivAnc,SC_3.0
3103,180985,NA,NA,NA,NA,-6.344631954,935,DivAnc,SC_3.0
3104,181230,-2.997911819,-2.910688743,-2.841719065,-2.821681541,-2.725747469,432,DivAnc,SC_3.0
3105,181571,-3.52971196,-3.349766644,-3.374538269,-3.316705993,-3.227692307,50,DivAnc,SC_3.0
3106,182053,-5.430079089,-6.443188329,-5.858125566,-6.460968767,NA,829,DivAnc,SC_3.0
3107,182063,-2.66815125,-2.559867651,-2.5788009,-2.56854022,-2.521222939,235,DivAnc,SC_3.0
3108,182157,-5.731109084,NA,NA,NA,NA,877,DivAnc,SC_3.0
3109,182286,-3.006014563,-2.818493798,-2.80523933,-2.81979222,-2.755352733,476,DivAnc,SC_3.0
3110,182395,NA,NA,-5.858125566,-5.983847512,-6.344631954,423,DivAnc,SC_3.0
3111,182591,-3.30786321,-3.093134236,-3.097703082,-3.030409997,-3.066335746,9,DivAnc,SC_3.0
3112,183115,-5.430079089,-6.443188329,-6.159155561,-6.460968767,-5.867510699,383,DivAnc,SC_3.0
3113,183279,-2.982921057,-2.877104545,-2.927940913,-2.939046522,-2.884937977,836,DivAnc,SC_3.0
3114,184076,-5.731109084,NA,NA,NA,NA,376,DivAnc,SC_3.0
3115,184247,-3.731109084,-3.458661016,-3.554929508,-3.614013442,-3.606644627,302,DivAnc,SC_3.0
3116,184485,-5.129049093,-6.443188329,-5.858125566,-6.460968767,-6.344631954,644,DivAnc,SC_3.0
3117,184539,NA,-6.443188329,-5.858125566,-5.761998762,-6.043601958,903,DivAnc,SC_3.0
3118,184728,-3.363753163,-3.55895956,-3.822695827,-4.196150944,-4.436146935,13,DivAnc,SC_3.0
