,BC_ID,H_0,H_24,H_48,H_72,H_96,Mut_ID,Strain,Environment
1655,43023,NA,-6.443188329,NA,-6.159938771,-6.043601958,1011,DivAnc,SC_3.0
1656,43024,-5.430079089,NA,NA,NA,NA,375,DivAnc,SC_3.0
1657,43061,-3.377000645,-3.350117023,-3.520666304,-3.575042427,-3.699209684,756,DivAnc,SC_3.0
1658,43213,NA,-6.142158334,-6.159155561,-6.460968767,NA,696,DivAnc,SC_3.0
1659,43235,-5.430079089,-6.443188329,NA,NA,-6.344631954,1007,DivAnc,SC_3.0
1660,43238,NA,-6.443188329,NA,NA,-6.344631954,438,DivAnc,SC_3.0
1661,43307,-5.430079089,-6.443188329,-6.159155561,-6.159938771,-6.344631954,704,DivAnc,SC_3.0
1662,43342,-2.816237267,-2.634167609,-2.589781652,-2.50909721,-2.447940427,924,DivAnc,SC_3.0
1663,43401,-5.430079089,-6.142158334,-5.858125566,NA,-6.344631954,1001,DivAnc,SC_3.0
1664,43473,-5.25398783,-5.239068347,NA,-6.460968767,NA,544,DivAnc,SC_3.0
1665,43492,NA,-6.142158334,-6.159155561,NA,NA,993,DivAnc,SC_3.0
1666,43574,-5.731109084,-5.966067075,-5.858125566,NA,NA,896,DivAnc,SC_3.0
1667,43606,-4.452355483,-5.187915824,-5.013027526,-5.314840731,-5.499533914,132,DivAnc,SC_3.0
1668,43626,-3.213913186,-3.094688759,-3.067137091,-3.008568921,-3.083369085,83,DivAnc,SC_3.0
1669,43673,-3.555017825,-3.714834547,-3.641959663,-3.436483099,-3.402127848,461,DivAnc,SC_3.0
1670,43680,-5.430079089,NA,NA,NA,NA,570,DivAnc,SC_3.0
1671,43698,-5.731109084,NA,-6.159155561,-6.460968767,NA,333,DivAnc,SC_3.0
1672,43709,-3.192032986,-3.146742535,-3.22820653,-3.212015151,-3.272749947,979,DivAnc,SC_3.0
1673,43802,NA,NA,NA,-6.460968767,NA,204,DivAnc,SC_3.0
1674,43831,NA,NA,NA,NA,-6.344631954,510,DivAnc,SC_3.0
1675,43909,-5.731109084,-6.443188329,-6.159155561,-6.460968767,NA,617,DivAnc,SC_3.0
1676,43981,-5.731109084,-6.443188329,-6.159155561,-6.460968767,NA,935,DivAnc,SC_3.0
1677,44012,-3.017618541,-2.952527676,-3.068192485,-3.113443607,-3.096658687,40,DivAnc,SC_3.0
1678,44034,NA,-6.443188329,-6.159155561,-6.460968767,NA,573,DivAnc,SC_3.0
1679,44096,NA,NA,NA,NA,-6.043601958,47,DivAnc,SC_3.0
1680,44107,-5.731109084,NA,NA,NA,NA,190,DivAnc,SC_3.0
1681,44122,NA,NA,-6.159155561,NA,NA,9,DivAnc,SC_3.0
1682,44261,NA,-6.443188329,-6.159155561,-6.159938771,-6.043601958,600,DivAnc,SC_3.0
1683,44267,NA,NA,-6.159155561,NA,NA,440,DivAnc,SC_3.0
1684,44281,-3.967681091,-4.068439983,-4.816732881,-5.983847512,-6.043601958,998,DivAnc,SC_3.0
1685,44290,NA,-6.443188329,-5.858125566,-6.159938771,NA,512,DivAnc,SC_3.0
1686,44303,NA,-6.443188329,NA,NA,NA,48,DivAnc,SC_3.0
1687,44449,-3.463937356,-3.517876238,-3.677712933,-3.873257802,-4.129788106,623,DivAnc,SC_3.0
1688,44471,-4.118325228,-4.938038351,-4.568090954,-4.858908775,-5.114183032,423,DivAnc,SC_3.0
1689,44589,NA,-6.443188329,NA,NA,NA,837,DivAnc,SC_3.0
1690,44620,-5.731109084,-6.443188329,NA,NA,NA,804,DivAnc,SC_3.0
1691,44635,NA,NA,NA,-6.159938771,-6.344631954,618,DivAnc,SC_3.0
1692,44672,-5.731109084,NA,NA,NA,NA,1014,DivAnc,SC_3.0
1693,44701,-3.050773571,-2.925069382,-2.96270302,-3.035108622,-3.080995885,625,DivAnc,SC_3.0
1694,44765,-5.430079089,-6.142158334,NA,NA,-5.867510699,362,DivAnc,SC_3.0
1695,44802,-5.25398783,NA,NA,NA,NA,622,DivAnc,SC_3.0
1696,44808,-3.134511989,-3.119729962,-3.320936339,-3.262586637,-3.344197876,691,DivAnc,SC_3.0
1697,44854,-3.569741082,-3.450193231,-3.545313739,-3.459235054,-3.57157726,596,DivAnc,SC_3.0
1698,45028,-3.087656408,-3.073045482,-3.095447002,-3.144160015,-3.186269462,865,DivAnc,SC_3.0
1699,45263,NA,-5.598090289,NA,NA,NA,71,DivAnc,SC_3.0
1700,45286,-5.03213908,-5.966067075,NA,-5.55787878,-6.043601958,239,DivAnc,SC_3.0
1701,45375,-3.56379175,-3.669401884,-3.554929508,-3.476441453,-3.631982252,60,DivAnc,SC_3.0
1702,45388,-5.731109084,-6.443188329,NA,NA,NA,412,DivAnc,SC_3.0
1703,45422,NA,-6.443188329,NA,NA,NA,206,DivAnc,SC_3.0
1704,45444,-3.445551775,-3.556697604,-3.472519292,-3.582446971,-3.720349858,874,DivAnc,SC_3.0
1705,45463,-5.25398783,-6.443188329,-5.858125566,-5.682817516,-6.344631954,9,DivAnc,SC_3.0
1706,45612,-5.430079089,NA,NA,-6.460968767,-6.344631954,898,DivAnc,SC_3.0
1707,45618,NA,NA,-6.159155561,-6.159938771,NA,20,DivAnc,SC_3.0
1708,45666,NA,-6.443188329,-6.159155561,NA,NA,534,DivAnc,SC_3.0
1709,45718,-3.264241464,-3.369836627,-3.470735739,-3.366497638,-3.414192359,239,DivAnc,SC_3.0
1710,45783,-3.445551775,-3.455969099,-3.648610551,-3.82548502,-3.781150868,715,DivAnc,SC_3.0
1711,45804,NA,-6.443188329,NA,NA,NA,241,DivAnc,SC_3.0
1712,45848,-5.430079089,NA,NA,NA,-6.344631954,930,DivAnc,SC_3.0
1713,45852,NA,NA,NA,-6.159938771,NA,677,DivAnc,SC_3.0
1714,45866,-5.430079089,NA,NA,NA,-6.344631954,326,DivAnc,SC_3.0
1715,45879,-3.982921057,-4.71891246,-4.460185557,-4.720606077,-4.839481975,375,DivAnc,SC_3.0
1716,45928,-5.731109084,NA,-6.159155561,-6.159938771,-6.344631954,833,DivAnc,SC_3.0
1717,45990,-5.731109084,NA,NA,NA,NA,1009,DivAnc,SC_3.0
1718,46109,-3.441074473,-4.050491376,-3.875854333,-3.994101146,-4.362360721,202,DivAnc,SC_3.0
1719,46151,NA,NA,-6.159155561,NA,NA,429,DivAnc,SC_3.0
1720,46166,-3.066467109,-3.036137515,-3.135903102,-3.01520893,-2.942886872,684,DivAnc,SC_3.0
1721,46199,NA,-5.841128338,NA,-6.460968767,NA,969,DivAnc,SC_3.0
1722,46294,NA,NA,-5.858125566,-6.460968767,-6.344631954,252,DivAnc,SC_3.0
1723,46340,-3.591229998,-3.362201282,-3.462799173,-3.500022571,-3.444811451,729,DivAnc,SC_3.0
1724,46368,-5.731109084,-6.443188329,NA,NA,NA,979,DivAnc,SC_3.0
1725,46473,-3.102720154,-3.090234418,-3.114224015,-3.076615353,-3.16136211,547,DivAnc,SC_3.0
1726,46614,-4.25398783,-4.886885829,-4.525687106,-4.86990416,-5.198503918,390,DivAnc,SC_3.0
1727,46671,-3.277790744,-3.082216446,-3.020537127,-2.972136132,-3.062916984,890,DivAnc,SC_3.0
1728,46717,-3.030405367,-3.038525628,-3.159155561,-3.235659485,-3.237421984,85,DivAnc,SC_3.0
1729,46727,-5.731109084,NA,NA,NA,NA,964,DivAnc,SC_3.0
1730,46793,-3.51892148,-3.613884557,-3.822695827,-4.126515016,-4.559302119,1014,DivAnc,SC_3.0
1731,46825,NA,-6.443188329,NA,NA,-6.344631954,775,DivAnc,SC_3.0
1732,46840,-5.430079089,-6.443188329,-6.159155561,-6.159938771,-6.344631954,61,DivAnc,SC_3.0
1733,46853,-5.731109084,-6.443188329,NA,NA,NA,986,DivAnc,SC_3.0
1734,46870,-4.107859794,-4.789975816,-4.525687106,-4.770772687,-4.882233956,1012,DivAnc,SC_3.0
1735,46907,NA,-6.443188329,NA,-6.460968767,NA,954,DivAnc,SC_3.0
1736,46942,-5.731109084,NA,NA,-6.460968767,-6.043601958,348,DivAnc,SC_3.0
1737,47147,NA,NA,-5.55709557,-6.159938771,NA,204,DivAnc,SC_3.0
1738,47223,NA,NA,-6.159155561,-6.460968767,NA,2,DivAnc,SC_3.0
1739,47270,-4.584981049,-5.100765649,-4.903883056,-5.118546086,-5.303239269,110,DivAnc,SC_3.0
1740,47275,-3.753385479,-4.503669077,-4.0836086,-4.439779468,-4.62862861,887,DivAnc,SC_3.0
1741,47368,NA,NA,-6.159155561,NA,NA,177,DivAnc,SC_3.0
1742,47372,NA,-6.443188329,NA,NA,NA,849,DivAnc,SC_3.0
1743,47440,-3.627305363,-4.401795644,-4.045212209,-4.364058754,-4.604269264,50,DivAnc,SC_3.0
1744,47446,NA,-6.443188329,NA,NA,NA,1005,DivAnc,SC_3.0
1745,47522,-2.844618359,-2.777701149,-2.810266838,-2.824180078,-2.834623441,423,DivAnc,SC_3.0
1746,47587,NA,NA,-6.159155561,NA,NA,780,DivAnc,SC_3.0
1747,47632,NA,-6.142158334,NA,-6.460968767,NA,431,DivAnc,SC_3.0
1748,47658,NA,NA,NA,-6.159938771,NA,85,DivAnc,SC_3.0
1749,47685,NA,-5.966067075,-5.682034307,NA,-6.344631954,976,DivAnc,SC_3.0
1750,47733,-5.731109084,-6.443188329,-6.159155561,NA,NA,804,DivAnc,SC_3.0
1751,47739,-4.886011044,-6.443188329,-6.159155561,NA,NA,913,DivAnc,SC_3.0
1752,47854,-5.731109084,-6.443188329,NA,NA,NA,947,DivAnc,SC_3.0
1753,48000,-5.731109084,-6.443188329,NA,NA,NA,865,DivAnc,SC_3.0
1754,48150,-3.56379175,-3.560663791,-3.644607809,-3.665088749,-3.574516659,287,DivAnc,SC_3.0
1755,48152,NA,NA,NA,NA,-6.344631954,819,DivAnc,SC_3.0
1756,48164,-2.922223217,-2.929704373,-2.984804964,-2.98168145,-3.005777208,1007,DivAnc,SC_3.0
1757,48294,-3.879850736,-3.862263354,-4.087273554,-4.193797038,-4.344631954,381,DivAnc,SC_3.0
1758,48310,NA,-6.443188329,NA,NA,NA,804,DivAnc,SC_3.0
1759,48391,-3.806829798,-3.828291113,-4.087273554,-4.720606077,-5.344631954,71,DivAnc,SC_3.0
1760,48411,NA,NA,NA,NA,-6.043601958,343,DivAnc,SC_3.0
1761,48430,-5.731109084,NA,NA,NA,NA,1002,DivAnc,SC_3.0
1762,48439,-5.25398783,-5.966067075,NA,-5.858908775,-5.645661949,391,DivAnc,SC_3.0
1763,48479,NA,NA,NA,-5.858908775,NA,606,DivAnc,SC_3.0
1764,48488,-5.731109084,NA,NA,NA,NA,852,DivAnc,SC_3.0
1765,48514,-3.334909737,-3.361841022,-3.395727568,-3.476891733,-3.611434689,846,DivAnc,SC_3.0
1766,48559,-3.220564074,-3.096444275,-3.119741442,-3.060776278,-2.974303946,426,DivAnc,SC_3.0
1767,48570,-3.982921057,-4.64384778,-4.468959481,-4.654788793,-4.826118014,60,DivAnc,SC_3.0
1768,48578,NA,-6.443188329,NA,-6.460968767,NA,780,DivAnc,SC_3.0
1769,48580,-5.129049093,-6.443188329,-5.858125566,-6.460968767,-6.344631954,886,DivAnc,SC_3.0
1770,48598,-3.421478917,-3.376117473,-3.605272535,-3.846071551,-3.838126921,215,DivAnc,SC_3.0
1771,48620,NA,-6.443188329,-6.159155561,NA,NA,132,DivAnc,SC_3.0
1772,48622,NA,-5.744218325,NA,NA,NA,347,DivAnc,SC_3.0
1773,48725,-4.584981049,-6.443188329,NA,NA,NA,902,DivAnc,SC_3.0
1774,48732,NA,NA,-6.159155561,NA,NA,745,DivAnc,SC_3.0
1775,48829,NA,-6.443188329,NA,-6.460968767,-6.344631954,132,DivAnc,SC_3.0
1776,48841,-5.731109084,NA,NA,-6.460968767,-6.344631954,924,DivAnc,SC_3.0
1777,48844,-5.430079089,NA,NA,NA,NA,313,DivAnc,SC_3.0
1778,48938,-5.430079089,-5.966067075,-5.858125566,-6.460968767,-6.344631954,804,DivAnc,SC_3.0
1779,48942,-5.731109084,NA,NA,NA,NA,201,DivAnc,SC_3.0
1780,48944,-3.739883009,-3.630274973,-3.913642894,-3.955818788,-4.143234829,292,DivAnc,SC_3.0
1781,48967,NA,NA,-6.159155561,NA,NA,981,DivAnc,SC_3.0
1782,48981,-3.445551775,-3.317056922,-3.457587576,-3.466651614,-3.339022508,104,DivAnc,SC_3.0
1783,49052,NA,NA,NA,-6.460968767,NA,353,DivAnc,SC_3.0
1784,49150,-3.557922816,-3.674550228,-3.612612898,-3.621490719,-3.813153037,864,DivAnc,SC_3.0
1785,49222,-3.850295492,-3.626947029,-3.742515054,-3.973830391,-3.977276033,72,DivAnc,SC_3.0
1786,49312,-5.731109084,NA,NA,NA,NA,885,DivAnc,SC_3.0
1787,49315,-4.023538908,-4.484146937,-5.256065574,-5.256848784,-5.230688602,149,DivAnc,SC_3.0
1788,49320,NA,NA,-6.159155561,NA,NA,445,DivAnc,SC_3.0
1789,49328,NA,-6.142158334,NA,NA,-6.344631954,597,DivAnc,SC_3.0
1790,49376,NA,-6.443188329,NA,NA,NA,596,DivAnc,SC_3.0
1791,49395,-3.093619355,-3.022902444,-3.057065036,-3.120921449,-2.959920211,132,DivAnc,SC_3.0
1792,49431,-3.905034282,-4.077700344,-4.88040196,-5.118546086,-5.867510699,353,DivAnc,SC_3.0
1793,49456,-3.552132137,-3.383246441,-3.443152218,-3.415645788,-3.457014653,976,DivAnc,SC_3.0
1794,49524,-5.731109084,NA,-6.159155561,NA,NA,111,DivAnc,SC_3.0
1795,49561,-3.16644302,-3.070276326,-3.137552845,-3.132589163,-3.070936366,566,DivAnc,SC_3.0
1796,49610,NA,NA,NA,NA,-6.344631954,935,DivAnc,SC_3.0
1797,49612,-3.588094284,-3.529904428,-3.497342876,-3.82548502,-3.699209684,423,DivAnc,SC_3.0
1798,49618,-4.040913004,-5.011824565,-4.515702885,-4.88118517,-4.882233956,846,DivAnc,SC_3.0
1799,49627,NA,NA,-6.159155561,NA,NA,505,DivAnc,SC_3.0
1800,49656,-5.25398783,-6.142158334,NA,-5.761998762,NA,391,DivAnc,SC_3.0
1801,49667,-5.430079089,-5.841128338,-5.858125566,-6.159938771,-6.043601958,804,DivAnc,SC_3.0
1802,49829,-3.693682586,-3.807704583,-3.855959504,-3.854587402,-4.061330725,423,DivAnc,SC_3.0
1803,49974,NA,-6.443188329,-6.159155561,NA,-6.043601958,395,DivAnc,SC_3.0
1804,49993,NA,NA,NA,-6.460968767,NA,650,DivAnc,SC_3.0
1805,50200,-3.184566421,-3.049087027,-3.021485024,-3.053917952,-3.06817015,162,DivAnc,SC_3.0
1806,50221,NA,-6.443188329,NA,NA,NA,868,DivAnc,SC_3.0
1807,50270,-2.87498464,-2.760592038,-2.798562148,-2.759832701,-2.727002656,819,DivAnc,SC_3.0
1808,50279,NA,-6.443188329,NA,-6.460968767,-6.344631954,1016,DivAnc,SC_3.0
1809,50292,NA,NA,NA,-6.460968767,NA,974,DivAnc,SC_3.0
1810,50333,NA,NA,NA,NA,-6.344631954,596,DivAnc,SC_3.0
1811,50367,-5.731109084,-6.142158334,NA,-6.460968767,NA,768,DivAnc,SC_3.0
1812,50396,-5.430079089,-4.451962254,-6.159155561,-6.159938771,-6.344631954,536,DivAnc,SC_3.0
1813,50531,NA,-6.142158334,NA,NA,NA,729,DivAnc,SC_3.0
1814,50552,-5.731109084,NA,NA,NA,NA,998,DivAnc,SC_3.0
1815,50567,-3.151325488,-3.058834915,-3.003819524,-2.941928728,-2.926164933,976,DivAnc,SC_3.0
1816,50691,-5.731109084,NA,NA,NA,NA,218,DivAnc,SC_3.0
1817,50741,NA,NA,NA,-6.460968767,NA,364,DivAnc,SC_3.0
1818,50745,NA,NA,-6.159155561,NA,NA,968,DivAnc,SC_3.0
1819,50759,-3.485596417,-3.271461876,-3.342251722,-3.473749537,-3.535072239,486,DivAnc,SC_3.0
1820,50809,-5.731109084,NA,NA,NA,NA,539,DivAnc,SC_3.0
1821,50821,-3.171202459,-3.038183664,-3.094697572,-2.987044073,-2.95902568,60,DivAnc,SC_3.0
1822,50972,-2.766378163,-2.684654907,-2.678430182,-2.637755453,-2.66986264,423,DivAnc,SC_3.0
1823,51203,-3.828019097,-4.312854561,-5.079974315,-5.045995419,NA,856,DivAnc,SC_3.0
1824,51278,-3.392652591,-3.234209812,-3.26929384,-3.300500236,-3.124785568,439,DivAnc,SC_3.0
1825,51327,-5.731109084,-6.443188329,-5.682034307,-6.460968767,NA,618,DivAnc,SC_3.0
1826,51354,-3.613837789,-4.364007083,-4.098457721,-4.439779468,-4.69141944,1013,DivAnc,SC_3.0
1827,51360,NA,NA,NA,-6.159938771,NA,246,DivAnc,SC_3.0
1828,51409,NA,NA,NA,-6.460968767,NA,615,DivAnc,SC_3.0
1829,51425,-3.215235241,-3.199654228,-3.1569895,-3.005210564,-3.047747478,777,DivAnc,SC_3.0
1830,51489,-5.430079089,-6.443188329,-6.159155561,NA,NA,171,DivAnc,SC_3.0
1831,51503,NA,NA,-6.159155561,-6.159938771,-6.344631954,792,DivAnc,SC_3.0
1832,51521,NA,NA,-6.159155561,NA,NA,880,DivAnc,SC_3.0
1833,51711,-3.873776588,-3.971896618,-4.289923842,-4.126515016,-4.481309094,144,DivAnc,SC_3.0
1834,51745,NA,-6.443188329,-6.159155561,-6.460968767,NA,280,DivAnc,SC_3.0
1835,51796,-3.898600172,-4.112774556,-4.568090954,-4.81751609,-4.415213028,535,DivAnc,SC_3.0
1836,51825,-3.380861066,-3.536314795,-3.460185557,-3.642742873,-3.653550462,742,DivAnc,SC_3.0
1837,51901,-5.731109084,-6.443188329,NA,NA,NA,969,DivAnc,SC_3.0
1838,51905,NA,-6.443188329,NA,NA,NA,95,DivAnc,SC_3.0
1839,51929,-4.526989102,-6.142158334,NA,NA,NA,440,DivAnc,SC_3.0
1840,51959,-5.731109084,-6.443188329,-6.159155561,NA,-6.043601958,177,DivAnc,SC_3.0
1841,51966,-3.07597065,-2.85738932,-2.906545221,-2.911230035,-2.959562177,80,DivAnc,SC_3.0
1842,52066,-3.655562123,-4.085253482,-4.352975587,-5.460968767,-6.043601958,190,DivAnc,SC_3.0
1843,52094,NA,-6.443188329,-5.858125566,NA,-6.344631954,521,DivAnc,SC_3.0
1844,52165,-3.262761754,-3.193500902,-3.272101183,-3.212015151,-3.29619015,209,DivAnc,SC_3.0
1845,52269,-4.651927838,-5.297060294,-4.92870664,-5.615870727,-5.867510699,651,DivAnc,SC_3.0
1846,52422,NA,NA,NA,-6.460968767,NA,441,DivAnc,SC_3.0
1847,52454,-2.952234612,-2.783747547,-2.871353831,-2.826592273,-2.881635342,403,DivAnc,SC_3.0
1848,52565,-5.731109084,NA,NA,NA,NA,983,DivAnc,SC_3.0
1849,52618,NA,-6.443188329,-6.159155561,-6.460968767,NA,1004,DivAnc,SC_3.0
1850,52712,NA,NA,-6.159155561,-6.460968767,NA,177,DivAnc,SC_3.0
1851,52741,NA,-5.966067075,NA,-6.159938771,-6.344631954,423,DivAnc,SC_3.0
1852,52838,-5.430079089,-6.443188329,-6.159155561,-5.506726257,NA,898,DivAnc,SC_3.0
1853,52882,NA,NA,NA,-6.460968767,NA,34,DivAnc,SC_3.0
1854,52926,NA,-6.142158334,-6.159155561,-5.858908775,-6.344631954,367,DivAnc,SC_3.0
1855,52952,-3.498112974,-3.74858313,-4.022434994,-4.26231168,-4.946691945,1014,DivAnc,SC_3.0
1856,52978,-3.40888979,-3.359327528,-3.366063961,-3.336790711,-3.447554951,138,DivAnc,SC_3.0
1857,53099,NA,NA,-5.858125566,NA,NA,910,DivAnc,SC_3.0
1858,53142,NA,-6.142158334,NA,NA,NA,523,DivAnc,SC_3.0
1859,53167,NA,NA,-6.159155561,NA,NA,732,DivAnc,SC_3.0
1860,53170,NA,NA,-6.159155561,-6.460968767,NA,33,DivAnc,SC_3.0
1861,53219,-3.689716399,-3.602455095,-3.682034307,-3.660251688,-3.602692876,566,DivAnc,SC_3.0
1862,53236,-3.185801968,-3.107931073,-3.155264395,-3.173614994,-3.237082824,625,DivAnc,SC_3.0
1863,53250,-3.92492911,-3.988343469,-4.487057703,-4.536689481,-5.867510699,605,DivAnc,SC_3.0
1864,53288,-5.731109084,NA,-5.682034307,-6.460968767,NA,243,DivAnc,SC_3.0
1865,53388,-4.689716399,-5.744218325,-5.256065574,-5.55787878,-5.867510699,371,DivAnc,SC_3.0
1866,53452,-4.40888979,-5.164434728,-5.314057521,-5.506726257,-6.344631954,998,DivAnc,SC_3.0
1867,53486,-5.731109084,-6.443188329,NA,-6.159938771,NA,377,DivAnc,SC_3.0
1868,53497,-5.25398783,-6.142158334,-6.159155561,NA,-6.344631954,185,DivAnc,SC_3.0
1869,53509,-3.304597823,-3.478457408,-3.069603678,-3.042501746,-3.16193205,993,DivAnc,SC_3.0
1870,53516,NA,-6.443188329,NA,-6.460968767,-6.344631954,431,DivAnc,SC_3.0
1871,53524,-3.287064288,-3.231533929,-3.289923842,-3.126515016,-3.062463176,476,DivAnc,SC_3.0
1872,53684,-5.731109084,-6.443188329,NA,-6.460968767,NA,526,DivAnc,SC_3.0
1873,53816,-3.270211242,-3.109741055,-3.218639076,-3.363017696,-3.393294435,66,DivAnc,SC_3.0
1874,53844,NA,NA,-6.159155561,NA,NA,464,DivAnc,SC_3.0
1875,53846,NA,NA,NA,-6.159938771,NA,52,DivAnc,SC_3.0
1876,53913,-5.731109084,NA,NA,NA,NA,632,DivAnc,SC_3.0
1877,53975,-5.129049093,-5.841128338,-5.460185557,-5.682817516,-5.645661949,986,DivAnc,SC_3.0
1878,54326,-5.25398783,-6.443188329,-5.858125566,-6.159938771,NA,203,DivAnc,SC_3.0
1879,54328,NA,-6.443188329,NA,-6.460968767,NA,570,DivAnc,SC_3.0
1880,54381,-3.180880731,-3.189365891,-3.184183567,-3.232055361,-3.222743969,812,DivAnc,SC_3.0
1881,54391,-4.828019097,-5.401795644,-4.983064302,-5.460968767,-5.742571962,926,DivAnc,SC_3.0
1882,54474,NA,NA,NA,-6.159938771,-6.344631954,204,DivAnc,SC_3.0
1883,54564,-5.731109084,-6.443188329,-6.159155561,-6.159938771,-6.344631954,456,DivAnc,SC_3.0
1884,54633,-5.731109084,-6.443188329,NA,NA,-6.344631954,536,DivAnc,SC_3.0
1885,54636,NA,NA,NA,-6.159938771,NA,886,DivAnc,SC_3.0
1886,54663,-3.662923223,-4.059372963,-4.117762876,-4.007650427,-4.162788366,998,DivAnc,SC_3.0
1887,54667,-3.212595145,-3.100371015,-3.116580049,-3.154758259,-3.165942714,112,DivAnc,SC_3.0
1888,54683,-5.731109084,-6.443188329,-6.159155561,-6.460968767,NA,618,DivAnc,SC_3.0
1889,54689,NA,-6.443188329,NA,NA,NA,780,DivAnc,SC_3.0
1890,54732,NA,NA,NA,-6.460968767,-6.344631954,710,DivAnc,SC_3.0
1891,54952,-2.738113986,-2.579152147,-2.536113127,-2.562682488,-2.475635051,381,DivAnc,SC_3.0
1892,54955,-3.52971196,-3.488463538,-3.526698269,-3.581872887,-3.805555855,159,DivAnc,SC_3.0
1893,54980,-3.856047821,-4.579865469,-4.301823065,-4.574478042,-4.77643023,935,DivAnc,SC_3.0
1894,54989,-5.731109084,-5.598090289,-5.159155561,-5.858908775,-5.441541967,100,DivAnc,SC_3.0
1895,55025,-3.125804038,-3.058297533,-3.130177856,-3.147945656,-3.201617154,981,DivAnc,SC_3.0
1896,55043,-4.151325488,-5.187915824,-4.15055539,-4.492485818,-4.882233956,47,DivAnc,SC_3.0
1897,55094,-5.731109084,NA,-6.159155561,-6.460968767,NA,687,DivAnc,SC_3.0
1898,55110,-5.731109084,NA,-6.159155561,NA,NA,426,DivAnc,SC_3.0
1899,55115,-3.07597065,-2.994482009,-3.04655056,-3.000221225,-2.957598253,647,DivAnc,SC_3.0
1900,55196,-5.731109084,NA,-6.159155561,-6.460968767,NA,674,DivAnc,SC_3.0
1901,55226,-5.430079089,-5.966067075,-5.858125566,-6.460968767,NA,1001,DivAnc,SC_3.0
1902,55240,-4.952957834,-5.966067075,-5.682034307,-6.460968767,-6.344631954,597,DivAnc,SC_3.0
1903,55257,-5.731109084,-5.966067075,NA,NA,-6.344631954,968,DivAnc,SC_3.0
1904,55299,-5.731109084,-6.443188329,-5.858125566,-5.858908775,-6.043601958,434,DivAnc,SC_3.0
1905,55398,-3.697685329,-3.538472784,-3.527711792,-3.474197032,-3.586477332,894,DivAnc,SC_3.0
1906,55558,-5.731109084,-6.142158334,NA,-6.460968767,NA,804,DivAnc,SC_3.0
1907,55650,NA,-6.443188329,NA,-6.159938771,NA,652,DivAnc,SC_3.0
1908,55731,-3.291776391,-3.030391901,-3.183723753,-3.131367518,-3.141327038,118,DivAnc,SC_3.0
1909,55737,-3.002755302,-2.750429511,-2.749222438,-2.725769218,-2.735037545,705,DivAnc,SC_3.0
1910,55749,NA,NA,-6.159155561,NA,NA,221,DivAnc,SC_3.0
1911,55801,NA,NA,NA,-6.460968767,NA,271,DivAnc,SC_3.0
1912,55833,-4.140044477,-4.332598619,-5.55709557,NA,NA,855,DivAnc,SC_3.0
1913,55835,-5.430079089,-6.142158334,-6.159155561,-6.460968767,-6.344631954,159,DivAnc,SC_3.0
1914,56129,NA,NA,-6.159155561,-6.460968767,NA,47,DivAnc,SC_3.0
1915,56165,-5.430079089,-6.443188329,-5.682034307,NA,NA,313,DivAnc,SC_3.0
1916,56220,NA,-6.142158334,-5.682034307,-6.159938771,-6.043601958,727,DivAnc,SC_3.0
1917,56287,NA,-6.142158334,-6.159155561,-5.983847512,-6.344631954,279,DivAnc,SC_3.0
1918,56331,-3.252542589,-3.210446267,-3.309736148,-3.409816244,-3.359654827,780,DivAnc,SC_3.0
1919,56377,-3.25398783,-3.128899668,-3.040890835,-3.115007225,-3.089118241,243,DivAnc,SC_3.0
1920,56407,-3.436642858,-3.385142099,-3.437344946,-3.708152336,-3.929658606,625,DivAnc,SC_3.0
1921,56502,-3.304597823,-3.324923603,-3.573694832,-3.591737047,-4.165655007,202,DivAnc,SC_3.0
1922,56571,NA,-6.443188329,NA,NA,NA,97,DivAnc,SC_3.0
1923,56726,-5.731109084,-6.443188329,-5.858125566,-6.159938771,NA,647,DivAnc,SC_3.0
1924,56768,-5.731109084,NA,-6.159155561,NA,-6.344631954,1018,DivAnc,SC_3.0
1925,56830,NA,NA,NA,-6.460968767,NA,866,DivAnc,SC_3.0
1926,56857,-3.540777386,-3.407758591,-3.363970972,-3.505762229,-3.335606212,757,DivAnc,SC_3.0
1927,56863,NA,NA,-6.159155561,NA,NA,977,DivAnc,SC_3.0
1928,56885,-5.03213908,NA,NA,NA,NA,870,DivAnc,SC_3.0
1929,56912,NA,NA,NA,-6.460968767,NA,449,DivAnc,SC_3.0
1930,56964,-5.731109084,-6.443188329,NA,NA,NA,200,DivAnc,SC_3.0
1931,57043,NA,-6.443188329,NA,NA,NA,97,DivAnc,SC_3.0
1932,57076,-3.340173977,-3.240427642,-3.268734543,-3.249314366,-3.282802647,930,DivAnc,SC_3.0
1933,57084,NA,NA,NA,-6.460968767,NA,717,DivAnc,SC_3.0
1934,57261,-3.118325228,-3.076205353,-3.235911543,-3.260118269,-3.303239269,969,DivAnc,SC_3.0
1935,57317,-2.887876306,-2.721707475,-2.820101826,-2.751274897,-2.787365425,217,DivAnc,SC_3.0
1936,57342,-3.427913027,-3.207155182,-3.215661045,-3.23929377,-3.329691604,1005,DivAnc,SC_3.0
1937,57423,-3.666651095,-3.458661016,-3.546371705,-3.513045147,-3.503272483,119,DivAnc,SC_3.0
1938,57477,-5.731109084,NA,NA,NA,NA,149,DivAnc,SC_3.0
1939,57517,-3.659227077,-3.632284049,-3.665000967,-3.771659908,-3.712174662,461,DivAnc,SC_3.0
